# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
160875at4751	Complete	contig_41348	124860	126611	-	412.7	384	https://www.orthodb.org/v10?query=160875at4751	RNA helicase
160940at4751	Duplicated	contig_53820	477438	478502	+	150.7	230	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160940at4751	Duplicated	contig_53895	54938	56014	+	149.1	230	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160940at4751	Duplicated	contig_18176	83069	84178	-	146.0	227	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160940at4751	Duplicated	contig_54034	580483	581553	-	137.5	229	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160940at4751	Duplicated	contig_53899	170428	171476	+	136.3	228	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160995at4751	Missing
161113at4751	Missing
163318at4751	Missing
165243at4751	Complete	contig_34403	3276	4939	+	228.8	272	https://www.orthodb.org/v10?query=165243at4751	General transcription and DNA repair factor IIH
167290at4751	Missing
167374at4751	Missing
167498at4751	Complete	contig_65233	3608	5713	-	474.9	376	https://www.orthodb.org/v10?query=167498at4751	Signal recognition particle 54 kDa protein
168092at4751	Complete	contig_27705	38119	39829	-	450.4	388	https://www.orthodb.org/v10?query=168092at4751	P-loop containing nucleoside triphosphate hydrolase protein
168489at4751	Missing
169381at4751	Missing
170297at4751	Fragmented	contig_19448	23993	25353	+	598.3	395	https://www.orthodb.org/v10?query=170297at4751	26S proteasome non-ATPase regulatory subunit 3
170401at4751	Fragmented	contig_21597	127822	128386	-	69.1	113	https://www.orthodb.org/v10?query=170401at4751	Zinc finger, RING/FYVE/PHD-type
170904at4751	Missing
171181at4751	Missing
171238at4751	Complete	contig_30513	8821	10362	+	407.7	318	https://www.orthodb.org/v10?query=171238at4751	Succinate--CoA ligase 
172113at4751	Complete	contig_34945	20486	21998	-	492.5	303	https://www.orthodb.org/v10?query=172113at4751	Eukaryotic peptide chain release factor subunit 1
172363at4751	Missing
172966at4751	Complete	contig_31990	55528	56817	+	462.8	337	https://www.orthodb.org/v10?query=172966at4751	polyubiquitin-tagged protein recognition complex, Npl4 component
173428at4751	Duplicated	contig_32470	147234	149030	+	465.6	425	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	contig_54578	26672	28429	-	412.6	459	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	contig_53573	103589	105322	-	398.8	442	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173995at4751	Missing
174653at4751	Complete	contig_53570	273243	274526	+	581.7	368	https://www.orthodb.org/v10?query=174653at4751	Adenosylhomocysteinase
174672at4751	Complete	contig_62130	11059	13068	-	165.0	225	https://www.orthodb.org/v10?query=174672at4751	tRNA guanosine-2'-O-methyltransferase
175136at4751	Complete	contig_26863	132820	133989	-	218.7	261	https://www.orthodb.org/v10?query=175136at4751	WD40-repeat-containing domain
175599at4751	Missing
176178at4751	Complete	contig_19840	7088	8371	+	374.2	289	https://www.orthodb.org/v10?query=176178at4751	putative 26S proteasome regulatory subunit rpn6
176478at4751	Complete	contig_33435	40961	42243	+	333.8	274	https://www.orthodb.org/v10?query=176478at4751	CBF-domain-containing protein
176648at4751	Missing
176748at4751	Complete	contig_23768	79527	80997	-	275.8	363	https://www.orthodb.org/v10?query=176748at4751	WD40-repeat-containing domain
179025at4751	Missing
179437at4751	Complete	contig_45551	2191	4294	-	504.2	383	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	contig_16783	43614	44752	+	149.9	217	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Complete	contig_32061	165283	166655	+	45.9	111	https://www.orthodb.org/v10?query=181890at4751	Putative RNA polymerase II transcription factor B subunit 1
181959at4751	Complete	contig_54452	34957	36498	+	632.1	350	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	contig_6119	101460	103372	+	330.5	391	https://www.orthodb.org/v10?query=183720at4751	RNA helicase
183801at4751	Complete	contig_28308	89786	90500	-	109.7	124	https://www.orthodb.org/v10?query=183801at4751	DNA-directed RNA polymerase III subunit RPC6
183849at4751	Complete	contig_48860	885	2742	-	585.4	457	https://www.orthodb.org/v10?query=183849at4751	Oligosaccharyl transferase STT3 subunit
184718at4751	Complete	contig_15775	7126	9846	+	660.8	713	https://www.orthodb.org/v10?query=184718at4751	Pre-mRNA-processing factor 6
184762at4751	Missing
185196at4751	Missing
185399at4751	Fragmented	contig_11241	9350	10374	+	332.5	230	https://www.orthodb.org/v10?query=185399at4751	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
186138at4751	Complete	contig_53552	26066	27232	-	220.1	283	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Duplicated	contig_39622	69265	71061	+	444.8	342	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186574at4751	Duplicated	contig_53566	1518692	1520083	-	400.4	365	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Missing
187821at4751	Complete	contig_12038	100169	102159	-	537.7	398	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Complete	contig_15429	19916	21362	-	528.1	298	https://www.orthodb.org/v10?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Missing
189573at4751	Missing
190183at4751	Complete	contig_38879	5823	7484	+	226.7	214	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	contig_13967	35631	37682	+	391.3	360	https://www.orthodb.org/v10?query=190475at4751	digestive organ expansion factor
190832at4751	Missing
191114at4751	Complete	contig_1669	54285	55684	+	332.3	286	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Missing
191310at4751	Fragmented	contig_39467	53295	55953	-	228.8	332	https://www.orthodb.org/v10?query=191310at4751	Vps16, C-terminal
192059at4751	Missing
192135at4751	Complete	contig_39485	195152	199251	+	340.2	768	https://www.orthodb.org/v10?query=192135at4751	Rho GTPase activation protein
192452at4751	Complete	contig_39540	725	2741	+	477.9	430	https://www.orthodb.org/v10?query=192452at4751	Dihydropteroate synthase
195619at4751	Fragmented	contig_19271	119533	120946	-	436.6	330	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Missing
196015at4751	Complete	contig_13267	145334	146786	-	543.2	337	https://www.orthodb.org/v10?query=196015at4751	putative rRNA pseudouridine synthase
196094at4751	Missing
196841at4751	Missing
197111at4751	Complete	contig_3938	4725	6400	+	515.7	304	https://www.orthodb.org/v10?query=197111at4751	Cysteine desulfurase
197612at4751	Complete	contig_23024	103657	104866	-	176.4	229	https://www.orthodb.org/v10?query=197612at4751	WD40 repeat
198196at4751	Duplicated	contig_55279	105339	106844	-	429.9	371	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	contig_59095	100279	101784	-	427.5	370	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	contig_57768	216841	218258	-	423.8	368	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	contig_58016	66987	68522	-	398.7	352	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	contig_46041	141529	143058	+	391.1	361	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198234at4751	Missing
200331at4751	Complete	contig_66250	19594	20222	-	120.5	127	https://www.orthodb.org/v10?query=200331at4751	TAP42-like protein
201591at4751	Missing
202089at4751	Complete	contig_5471	29944	30785	+	136.1	178	https://www.orthodb.org/v10?query=202089at4751	Mitochondrial import receptor subunit TOM40
202248at4751	Complete	contig_36161	3115	4500	-	182.3	218	https://www.orthodb.org/v10?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	contig_39244	6771	8280	-	150.7	250	https://www.orthodb.org/v10?query=203109at4751	Protein DOM34 homolog
203710at4751	Complete	contig_14218	50828	52572	+	429.0	313	https://www.orthodb.org/v10?query=203710at4751	cytochrome oxidase assembly
204087at4751	Complete	contig_40493	31139	32426	+	510.7	303	https://www.orthodb.org/v10?query=204087at4751	Chorismate synthase
204341at4751	Fragmented	contig_15610	209467	211662	-	369.7	355	https://www.orthodb.org/v10?query=204341at4751	Condensin complex subunit 2
204508at4751	Complete	contig_34043	25852	27334	+	149.4	238	https://www.orthodb.org/v10?query=204508at4751	mRNA cleavage and polyadenylation factor CLP1
205479at4751	Complete	contig_4664	105500	106519	+	275.7	201	https://www.orthodb.org/v10?query=205479at4751	Cyclin-dependent kinase 7
207926at4751	Missing
208463at4751	Missing
209053at4751	Complete	contig_40207	4714	6325	+	402.1	268	https://www.orthodb.org/v10?query=209053at4751	serine-tRNA ligase
209619at4751	Complete	contig_31545	132094	133260	-	301.7	237	https://www.orthodb.org/v10?query=209619at4751	Threonylcarbamoyl-AMP synthase
210178at4751	Missing
210462at4751	Missing
210986at4751	Complete	contig_33508	224595	225969	-	214.7	239	https://www.orthodb.org/v10?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	contig_7641	10154	11530	-	227.7	207	https://www.orthodb.org/v10?query=211442at4751	endoplasmic oxidoreductin
211634at4751	Complete	contig_23675	112488	114043	+	320.0	261	https://www.orthodb.org/v10?query=211634at4751	Homoisocitrate dehydrogenase
211768at4751	Complete	contig_48713	7081	8976	-	325.3	263	https://www.orthodb.org/v10?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Complete	contig_518	4029	5244	+	244.8	222	https://www.orthodb.org/v10?query=212522at4751	Cyclin-like
212735at4751	Missing
213564at4751	Duplicated	contig_59395	40827	41605	-	146.0	170	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
213564at4751	Duplicated	contig_54676	94536	95525	-	135.7	171	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
213564at4751	Duplicated	contig_8	102975	103963	+	132.5	170	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
215926at4751	Complete	contig_23925	97106	98388	-	269.9	244	https://www.orthodb.org/v10?query=215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
216270at4751	Complete	contig_52384	10280	11764	-	420.2	323	https://www.orthodb.org/v10?query=216270at4751	Rab GDP dissociation inhibitor
216661at4751	Complete	contig_42726	6609	8359	+	383.1	257	https://www.orthodb.org/v10?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Complete	contig_8076	538943	540151	+	285.9	226	https://www.orthodb.org/v10?query=216683at4751	Phenylalanyl-tRNA synthetase
216747at4751	Fragmented	contig_49359	28420	29558	-	218.2	225	https://www.orthodb.org/v10?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Missing
217097at4751	Complete	contig_7250	51401	52778	-	253.1	231	https://www.orthodb.org/v10?query=217097at4751	kinase-like protein
217374at4751	Complete	contig_40772	3002	4229	+	273.1	244	https://www.orthodb.org/v10?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	contig_21687	26684	27990	-	478.2	305	https://www.orthodb.org/v10?query=219236at4751	Actin family
219492at4751	Missing
221926at4751	Missing
224693at4751	Complete	contig_12990	51912	53318	-	284.8	277	https://www.orthodb.org/v10?query=224693at4751	Dol-P-Man
224775at4751	Complete	contig_28225	2481	3904	+	273.0	229	https://www.orthodb.org/v10?query=224775at4751	P-loop containing nucleoside triphosphate hydrolase protein
224804at4751	Complete	contig_38028	2234	3343	-	217.1	199	https://www.orthodb.org/v10?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	contig_28785	52952	54263	-	520.1	331	https://www.orthodb.org/v10?query=225321at4751	Actin family
225351at4751	Missing
225535at4751	Complete	contig_52138	63906	65545	+	225.1	294	https://www.orthodb.org/v10?query=225535at4751	Transcriptional adapter 2
225712at4751	Complete	contig_28485	81731	82621	+	92.0	206	https://www.orthodb.org/v10?query=225712at4751	PEBP-like protein
225820at4751	Missing
225918at4751	Missing
226810at4751	Complete	contig_6352	10011	10913	+	258.9	212	https://www.orthodb.org/v10?query=226810at4751	Bystin
227572at4751	Complete	contig_8560	32460	33659	+	252.2	227	https://www.orthodb.org/v10?query=227572at4751	WD40 repeat
228465at4751	Complete	contig_3309	14129	14835	+	138.1	161	https://www.orthodb.org/v10?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Complete	contig_13210	69061	70527	-	229.0	313	https://www.orthodb.org/v10?query=228752at4751	Cdc37
229510at4751	Complete	contig_50166	113540	114900	-	318.7	251	https://www.orthodb.org/v10?query=229510at4751	tRNA (guanine(37)-N1)-methyltransferase
229997at4751	Complete	contig_7265	32258	33368	+	66.3	113	https://www.orthodb.org/v10?query=229997at4751	actin-like ATPase domain-containing protein
230605at4751	Missing
231468at4751	Complete	contig_9638	114784	116010	+	252.3	244	https://www.orthodb.org/v10?query=231468at4751	Translation initiation factor eIF-2B subunit delta
231582at4751	Complete	contig_5081	5600	7512	-	239.5	243	https://www.orthodb.org/v10?query=231582at4751	NADPH
232698at4751	Duplicated	contig_25225	7092	9322	-	501.5	490	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
232698at4751	Duplicated	contig_31252	17893	20168	+	459.6	457	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
233287at4751	Complete	contig_41047	3917	5541	-	336.8	263	https://www.orthodb.org/v10?query=233287at4751	ATP-dependent RNA helicase DBP5
233706at4751	Complete	contig_35498	28054	29215	+	233.6	239	https://www.orthodb.org/v10?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Complete	contig_65796	11563	15954	+	339.6	638	https://www.orthodb.org/v10?query=234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
234698at4751	Missing
235105at4751	Complete	contig_39313	6530	7455	-	345.6	283	https://www.orthodb.org/v10?query=235105at4751	UAA transporter
235463at4751	Complete	contig_25388	49075	50302	-	284.8	225	https://www.orthodb.org/v10?query=235463at4751	Eukaryotic translation initiation factor 3 subunit I
235640at4751	Complete	contig_28188	19795	21250	-	249.3	294	https://www.orthodb.org/v10?query=235640at4751	26S proteasome non-ATPase regulatory subunit 12
236504at4751	Complete	contig_44610	16100	17511	-	581.2	365	https://www.orthodb.org/v10?query=236504at4751	Protein phosphatase PP2A regulatory subunit B
237276at4751	Complete	contig_43483	145524	147045	-	382.7	340	https://www.orthodb.org/v10?query=237276at4751	Glucose-6-phosphate 1-dehydrogenase
237281at4751	Duplicated	contig_53837	1394	2812	+	207.2	282	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	contig_53811	292042	293460	-	204.4	297	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	contig_21855	20460	21725	+	190.6	219	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	contig_54839	299797	301218	-	183.7	250	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237393at4751	Complete	contig_16289	5958	8289	+	185.5	334	https://www.orthodb.org/v10?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Complete	contig_27131	33706	35014	+	223.7	160	https://www.orthodb.org/v10?query=237533at4751	ATPase, AAA-type, conserved site
238922at4751	Missing
240036at4751	Complete	contig_25278	5603	7493	-	558.4	505	https://www.orthodb.org/v10?query=240036at4751	Pescadillo homolog
240246at4751	Missing
241079at4751	Missing
241483at4751	Missing
241586at4751	Complete	contig_26660	107007	108747	+	377.4	371	https://www.orthodb.org/v10?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	contig_25948	27988	29735	+	356.0	293	https://www.orthodb.org/v10?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Missing
244066at4751	Duplicated	contig_56195	101166	102389	-	250.6	296	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	contig_56199	26187	27410	-	246.4	291	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	contig_54827	23000	24226	+	234.0	297	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	contig_54034	1048106	1049322	-	230.8	294	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	contig_55743	51458	52695	+	224.3	285	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	contig_16142	293795	294976	-	216.0	316	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Fragmented	contig_163	14592	15844	-	274.2	269	https://www.orthodb.org/v10?query=245480at4751	Replication protein A subunit
245900at4751	Complete	contig_31522	34170	35888	-	334.7	307	https://www.orthodb.org/v10?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	contig_64497	20686	21734	-	207.1	200	https://www.orthodb.org/v10?query=246207at4751	WD40-repeat-containing domain
246951at4751	Missing
247065at4751	Complete	contig_15495	19383	20780	-	88.1	291	https://www.orthodb.org/v10?query=247065at4751	SNU66/SART1 family
247129at4751	Complete	contig_42275	17454	18864	+	346.7	278	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247383at4751	Fragmented	contig_11450	15434	16724	+	59.3	132	https://www.orthodb.org/v10?query=247383at4751	Elongator complex protein 4
248360at4751	Complete	contig_35612	3973	5694	+	346.2	321	https://www.orthodb.org/v10?query=248360at4751	3'-5' exonuclease activity
251158at4751	Complete	contig_38856	55481	56631	-	444.3	266	https://www.orthodb.org/v10?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Missing
252314at4751	Missing
252469at4751	Complete	contig_47134	8141	9360	-	269.4	233	https://www.orthodb.org/v10?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Complete	contig_2583	167695	169203	-	232.5	211	https://www.orthodb.org/v10?query=254717at4751	ATPase GET3
255378at4751	Complete	contig_7071	41811	43199	-	276.0	279	https://www.orthodb.org/v10?query=255378at4751	WD40-repeat-containing domain
255412at4751	Complete	contig_39340	3089	4318	-	494.0	292	https://www.orthodb.org/v10?query=255412at4751	Pre-mRNA-splicing factor prp46
256318at4751	Complete	contig_65776	5165	6692	+	418.5	323	https://www.orthodb.org/v10?query=256318at4751	WD40-repeat-containing domain
256914at4751	Complete	contig_17451	54769	56040	+	173.6	323	https://www.orthodb.org/v10?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Missing
258245at4751	Complete	contig_21279	3330	4779	+	505.3	327	https://www.orthodb.org/v10?query=258245at4751	tryptophanyl-tRNA synthetase
258762at4751	Complete	contig_38909	55954	56799	-	124.3	177	https://www.orthodb.org/v10?query=258762at4751	Ribonuclease III
259060at4751	Complete	contig_6503	69321	70721	-	324.0	309	https://www.orthodb.org/v10?query=259060at4751	Phospholipid
259444at4751	Complete	contig_11097	26189	27475	-	127.2	228	https://www.orthodb.org/v10?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	contig_5999	2900	4768	-	207.6	208	https://www.orthodb.org/v10?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Complete	contig_25150	3595	4015	-	52.9	92	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Complete	contig_62846	13552	14446	+	268.4	227	https://www.orthodb.org/v10?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	contig_28277	101341	102914	-	320.9	214	https://www.orthodb.org/v10?query=260722at4751	Deoxyhypusine synthase
260896at4751	Missing
261237at4751	Missing
262317at4751	Duplicated	contig_26442	38415	39341	+	309.9	265	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
262317at4751	Duplicated	contig_43651	6589	7490	+	267.6	260	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
263390at4751	Fragmented	contig_43558	8066	9033	-	268.8	216	https://www.orthodb.org/v10?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	contig_21175	5213	7675	+	306.4	310	https://www.orthodb.org/v10?query=264038at4751	KEN domain
264164at4751	Fragmented	contig_62038	2059	3253	-	210.3	271	https://www.orthodb.org/v10?query=264164at4751	Ankyrin repeat-containing domain
265302at4751	Missing
265325at4751	Missing
266634at4751	Fragmented	contig_47130	5520	6401	+	187.1	236	https://www.orthodb.org/v10?query=266634at4751	SH3 domain
267556at4751	Complete	contig_30687	121610	122411	-	109.1	118	https://www.orthodb.org/v10?query=267556at4751	Mitochondrial matrix Mmp37
269389at4751	Complete	contig_46672	14726	15974	+	430.5	306	https://www.orthodb.org/v10?query=269389at4751	V-type proton ATPase subunit
269580at4751	Fragmented	contig_41936	6326	7164	-	267.5	227	https://www.orthodb.org/v10?query=269580at4751	Protein HGH1 N-terminal
269939at4751	Complete	contig_23969	238727	239910	-	193.7	281	https://www.orthodb.org/v10?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Complete	contig_9653	75867	78145	-	135.6	217	https://www.orthodb.org/v10?query=271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1
271781at4751	Fragmented	contig_27936	251759	252618	+	94.0	172	https://www.orthodb.org/v10?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	contig_29421	67123	67737	-	135.1	147	https://www.orthodb.org/v10?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	contig_41641	3575	4448	+	68.0	85	https://www.orthodb.org/v10?query=272081at4751	ribosomal protein S5 domain 2-like protein
272711at4751	Complete	contig_43370	10919	12055	-	201.5	222	https://www.orthodb.org/v10?query=272711at4751	Putative 26S proteasome regulatory subunit rpn9
273469at4751	Complete	contig_2453	10479	11539	-	171.1	206	https://www.orthodb.org/v10?query=273469at4751	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6
274828at4751	Fragmented	contig_28542	75681	77436	-	155.2	192	https://www.orthodb.org/v10?query=274828at4751	GPI-anchored wall transfer protein
276205at4751	Complete	contig_1262	65105	66615	+	342.9	212	https://www.orthodb.org/v10?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Fragmented	contig_22418	76137	77094	-	127.0	240	https://www.orthodb.org/v10?query=278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein
279020at4751	Complete	contig_3276	3158	3841	-	158.6	185	https://www.orthodb.org/v10?query=279020at4751	alpha-L RNA-binding motif-containing protein
280937at4751	Complete	contig_18484	97667	98548	+	281.6	201	https://www.orthodb.org/v10?query=280937at4751	S-methyl-5'-thioadenosine phosphorylase
281299at4751	Missing
281726at4751	Complete	contig_18385	349071	349865	+	215.4	164	https://www.orthodb.org/v10?query=281726at4751	Proteasome subunit beta type
281920at4751	Complete	contig_12845	64678	65893	-	329.1	293	https://www.orthodb.org/v10?query=281920at4751	tRNA pseudouridine synthase
282059at4751	Complete	contig_25511	4244	5488	+	429.9	283	https://www.orthodb.org/v10?query=282059at4751	Pyruvate dehydrogenase E1 component subunit beta
282964at4751	Complete	contig_56941	8478	9373	-	193.1	187	https://www.orthodb.org/v10?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	contig_65040	6862	7967	+	218.2	221	https://www.orthodb.org/v10?query=283177at4751	adenosylmethionine decarboxylase
284127at4751	Complete	contig_37867	42220	43377	+	473.6	298	https://www.orthodb.org/v10?query=284127at4751	S-adenosylmethionine synthase
284176at4751	Complete	contig_54306	121074	121606	+	107.8	116	https://www.orthodb.org/v10?query=284176at4751	Pseudouridine synthase
284287at4751	Complete	contig_61297	1567	3029	+	312.1	384	https://www.orthodb.org/v10?query=284287at4751	Pseudouridine synthase
284377at4751	Missing
285254at4751	Complete	contig_46817	99396	101079	+	288.5	238	https://www.orthodb.org/v10?query=285254at4751	Glutamyl-tRNA synthetase
285477at4751	Complete	contig_6543	66569	67686	-	153.3	130	https://www.orthodb.org/v10?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	contig_5193	206231	207069	+	77.5	169	https://www.orthodb.org/v10?query=285977at4751	Mitochondrial import inner membrane translocase subunit tim54
289666at4751	Complete	contig_8928	24105	25106	-	140.3	178	https://www.orthodb.org/v10?query=289666at4751	Diphthine synthase
289686at4751	Missing
290314at4751	Fragmented	contig_38207	49419	50180	+	239.1	189	https://www.orthodb.org/v10?query=290314at4751	Ribosomal protein L4/L1e
290471at4751	Fragmented	contig_47980	9174	9922	-	112.6	114	https://www.orthodb.org/v10?query=290471at4751	Rmd5
291828at4751	Complete	contig_5783	62579	63458	+	111.0	167	https://www.orthodb.org/v10?query=291828at4751	Protein phosphatase methylesterase 1
292336at4751	Complete	contig_20122	228248	230205	-	332.2	322	https://www.orthodb.org/v10?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	contig_15446	306527	308000	+	579.9	428	https://www.orthodb.org/v10?query=292418at4751	Pyruvate kinase
293405at4751	Complete	contig_53532	5550	6609	-	370.4	241	https://www.orthodb.org/v10?query=293405at4751	Lipoyl synthase, mitochondrial
295692at4751	Missing
295937at4751	Complete	contig_6848	108048	109098	+	269.1	208	https://www.orthodb.org/v10?query=295937at4751	KRR1 small subunit processome component
296024at4751	Complete	contig_54691	21931	23552	-	325.8	310	https://www.orthodb.org/v10?query=296024at4751	Translation initiation factor eIF-2B subunit beta
296643at4751	Complete	contig_15594	30049	30731	+	150.3	181	https://www.orthodb.org/v10?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Fragmented	contig_29005	1243	1594	-	81.4	64	https://www.orthodb.org/v10?query=297145at4751	TRAUB-domain-containing protein
297671at4751	Duplicated	contig_59635	24557	25781	-	242.7	259	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	contig_54034	71483	72742	-	233.4	221	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	contig_57214	7706	8965	+	231.9	222	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	contig_59635	1317	2411	+	227.4	232	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	contig_57215	69544	70565	-	224.4	224	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	contig_61775	591920	593191	-	211.9	251	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Missing
298379at4751	Duplicated	contig_57906	56754	57181	+	68.1	99	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	contig_53899	163875	164650	-	64.3	106	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	contig_53895	48358	49032	-	64.1	132	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	contig_54578	509306	509977	+	63.7	100	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
