# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
167498at4751	Complete	ctg10959	20596	22701	-	474.9	376	https://www.orthodb.org/v10?query=167498at4751	Signal recognition particle 54 kDa protein
168092at4751	Complete	ctg1462	179170	180880	-	450.4	388	https://www.orthodb.org/v10?query=168092at4751	P-loop containing nucleoside triphosphate hydrolase protein
168489at4751	Fragmented	ctg17148	928	2078	-	444.2	317	https://www.orthodb.org/v10?query=168489at4751	Vacuolar import/degradation, Vid27-related
169381at4751	Missing
170297at4751	Fragmented	ctg6092	19289	20648	-	598.3	395	https://www.orthodb.org/v10?query=170297at4751	26S proteasome non-ATPase regulatory subunit 3
170401at4751	Fragmented	ctg6584	143037	143601	-	69.1	113	https://www.orthodb.org/v10?query=170401at4751	Zinc finger, RING/FYVE/PHD-type
170904at4751	Complete	ctg358	122577	126291	-	416.8	740	https://www.orthodb.org/v10?query=170904at4751	P-loop containing nucleoside triphosphate hydrolase protein
171181at4751	Missing
171238at4751	Complete	ctg3084	8693	10232	-	411.6	318	https://www.orthodb.org/v10?query=171238at4751	Succinate--CoA ligase 
172113at4751	Complete	ctg13815	24853	26440	-	504.3	309	https://www.orthodb.org/v10?query=172113at4751	Eukaryotic peptide chain release factor subunit 1
172363at4751	Missing
172966at4751	Complete	ctg4469	15555	16844	-	462.8	337	https://www.orthodb.org/v10?query=172966at4751	polyubiquitin-tagged protein recognition complex, Npl4 component
173428at4751	Duplicated	ctg11	601134	602530	+	389.0	382	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	ctg15652	2754	4383	+	384.0	427	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	ctg18922	2914	4712	-	448.8	424	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	ctg1	1626959	1628692	+	398.8	442	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173428at4751	Duplicated	ctg2	2182375	2184132	-	412.6	459	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173995at4751	Missing
174653at4751	Duplicated	ctg1	3472173	3473456	-	581.7	368	https://www.orthodb.org/v10?query=174653at4751	Adenosylhomocysteinase
174653at4751	Duplicated	ctg3304	60898	62195	-	545.5	317	https://www.orthodb.org/v10?query=174653at4751	Adenosylhomocysteinase
174672at4751	Complete	ctg16043	20688	22695	-	204.8	225	https://www.orthodb.org/v10?query=174672at4751	tRNA guanosine-2'-O-methyltransferase
175136at4751	Complete	ctg1773	24429	25598	+	218.7	261	https://www.orthodb.org/v10?query=175136at4751	WD40-repeat-containing domain
175599at4751	Missing
176178at4751	Complete	ctg12075	7855	9140	+	374.2	289	https://www.orthodb.org/v10?query=176178at4751	putative 26S proteasome regulatory subunit rpn6
176478at4751	Complete	ctg4268	60784	62037	-	335.8	274	https://www.orthodb.org/v10?query=176478at4751	CBF-domain-containing protein
176648at4751	Missing
176748at4751	Complete	ctg12511	17278	18668	-	285.1	362	https://www.orthodb.org/v10?query=176748at4751	WD40-repeat-containing domain
179025at4751	Missing
179437at4751	Complete	ctg14465	20322	22464	-	504.1	383	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	ctg4071	74255	75393	+	149.9	217	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Missing
181959at4751	Complete	ctg3004	176459	178000	+	632.1	350	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	ctg12264	16508	18367	+	340.6	390	https://www.orthodb.org/v10?query=183720at4751	RNA helicase
183801at4751	Missing
183849at4751	Complete	ctg11093	59595	61452	-	585.4	457	https://www.orthodb.org/v10?query=183849at4751	Oligosaccharyl transferase STT3 subunit
184718at4751	Complete	ctg1763	114572	117292	+	660.8	713	https://www.orthodb.org/v10?query=184718at4751	Pre-mRNA-processing factor 6
184762at4751	Missing
185196at4751	Missing
185399at4751	Complete	ctg2441	6477	7673	+	355.4	267	https://www.orthodb.org/v10?query=185399at4751	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
186138at4751	Complete	ctg914	26941	28111	-	223.1	284	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Complete	ctg4354	33758	35553	-	492.3	366	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Missing
187821at4751	Complete	ctg5227	11565	13560	-	514.8	393	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Complete	ctg1910	45885	47334	+	534.2	298	https://www.orthodb.org/v10?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Missing
189573at4751	Missing
190183at4751	Complete	ctg8856	20442	22103	-	226.7	214	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	ctg820	123417	125468	-	387.8	360	https://www.orthodb.org/v10?query=190475at4751	digestive organ expansion factor
190832at4751	Missing
191114at4751	Complete	ctg5216	31942	33341	-	455.0	310	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Missing
191310at4751	Fragmented	ctg2880	18682	21003	-	237.1	353	https://www.orthodb.org/v10?query=191310at4751	Vps16, C-terminal
192059at4751	Missing
192135at4751	Complete	ctg2330	181265	185859	-	378.6	902	https://www.orthodb.org/v10?query=192135at4751	Rho GTPase activation protein
192452at4751	Complete	ctg12450	35932	38137	-	492.1	436	https://www.orthodb.org/v10?query=192452at4751	Dihydropteroate synthase
195619at4751	Fragmented	ctg6218	26624	28036	-	420.7	330	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Complete	ctg3863	64548	67852	-	457.3	707	https://www.orthodb.org/v10?query=195863at4751	Exportin-T
196015at4751	Complete	ctg2149	140382	141850	+	577.1	337	https://www.orthodb.org/v10?query=196015at4751	putative rRNA pseudouridine synthase
196094at4751	Missing
196841at4751	Missing
197111at4751	Complete	ctg7144	6500	8242	-	544.1	318	https://www.orthodb.org/v10?query=197111at4751	Cysteine desulfurase
197612at4751	Complete	ctg5449	17404	18613	+	176.4	229	https://www.orthodb.org/v10?query=197612at4751	WD40 repeat
198196at4751	Duplicated	ctg12431	34400	35897	+	399.8	338	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	ctg16212	10375	11880	+	437.6	376	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	ctg2	3786694	3788223	-	390.9	359	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	ctg9	1056333	1057838	+	427.5	370	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198234at4751	Missing
200331at4751	Complete	ctg5908	268467	269095	-	120.5	127	https://www.orthodb.org/v10?query=200331at4751	TAP42-like protein
201591at4751	Missing
202089at4751	Complete	ctg5267	154320	155161	-	136.1	178	https://www.orthodb.org/v10?query=202089at4751	Mitochondrial import receptor subunit TOM40
202248at4751	Complete	ctg11896	1164	2438	-	38.8	262	https://www.orthodb.org/v10?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	ctg8128	45536	47044	-	173.2	253	https://www.orthodb.org/v10?query=203109at4751	Protein DOM34 homolog
203710at4751	Complete	ctg10474	1866	3611	+	400.0	313	https://www.orthodb.org/v10?query=203710at4751	cytochrome oxidase assembly
204087at4751	Complete	ctg3153	16097	17384	+	510.7	303	https://www.orthodb.org/v10?query=204087at4751	Chorismate synthase
204341at4751	Fragmented	ctg4222	292756	294948	+	356.8	357	https://www.orthodb.org/v10?query=204341at4751	Condensin complex subunit 2
204508at4751	Complete	ctg10664	10168	11650	-	149.4	238	https://www.orthodb.org/v10?query=204508at4751	mRNA cleavage and polyadenylation factor CLP1
205479at4751	Complete	ctg28	153702	154721	+	275.7	201	https://www.orthodb.org/v10?query=205479at4751	Cyclin-dependent kinase 7
207926at4751	Missing
208463at4751	Missing
209053at4751	Complete	ctg4061	70449	72063	+	408.0	269	https://www.orthodb.org/v10?query=209053at4751	serine-tRNA ligase
209619at4751	Complete	ctg13787	699	1891	+	291.0	237	https://www.orthodb.org/v10?query=209619at4751	Threonylcarbamoyl-AMP synthase
210178at4751	Fragmented	ctg5882	24607	26042	-	198.3	186	https://www.orthodb.org/v10?query=210178at4751	Asparagine synthase
210462at4751	Missing
210986at4751	Complete	ctg6110	55860	57351	-	235.5	249	https://www.orthodb.org/v10?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	ctg4177	51516	52903	-	237.8	220	https://www.orthodb.org/v10?query=211442at4751	endoplasmic oxidoreductin
211634at4751	Complete	ctg933	120882	122439	+	318.9	261	https://www.orthodb.org/v10?query=211634at4751	Homoisocitrate dehydrogenase
211768at4751	Complete	ctg2467	73926	76041	+	344.3	308	https://www.orthodb.org/v10?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Complete	ctg5575	78624	80004	-	240.7	241	https://www.orthodb.org/v10?query=212522at4751	Cyclin-like
212735at4751	Missing
213564at4751	Duplicated	ctg10782	876	1865	+	135.7	171	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
213564at4751	Duplicated	ctg14817	13262	14196	+	137.6	172	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
213564at4751	Duplicated	ctg408	459278	460267	+	132.3	169	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
215926at4751	Complete	ctg8442	2980	4277	+	301.6	249	https://www.orthodb.org/v10?query=215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
216270at4751	Missing
216661at4751	Complete	ctg1719	24679	26426	-	383.1	257	https://www.orthodb.org/v10?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Complete	ctg7483	74847	76046	+	285.9	226	https://www.orthodb.org/v10?query=216683at4751	Phenylalanyl-tRNA synthetase
216747at4751	Fragmented	ctg1062	28619	29757	-	218.2	225	https://www.orthodb.org/v10?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Missing
217097at4751	Complete	ctg5013	109942	111319	+	253.1	231	https://www.orthodb.org/v10?query=217097at4751	kinase-like protein
217374at4751	Complete	ctg6999	145056	146265	-	295.8	239	https://www.orthodb.org/v10?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	ctg11190	27020	28345	-	477.7	305	https://www.orthodb.org/v10?query=219236at4751	Actin family
219492at4751	Missing
221926at4751	Missing
224693at4751	Complete	ctg6578	41868	43273	+	263.2	277	https://www.orthodb.org/v10?query=224693at4751	Dol-P-Man
224775at4751	Complete	ctg3763	90902	92439	-	277.3	248	https://www.orthodb.org/v10?query=224775at4751	P-loop containing nucleoside triphosphate hydrolase protein
224804at4751	Complete	ctg1286	2761	3870	-	217.1	199	https://www.orthodb.org/v10?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	ctg6847	11274	12585	-	520.1	331	https://www.orthodb.org/v10?query=225321at4751	Actin family
225351at4751	Missing
225535at4751	Complete	ctg5029	47671	49310	+	225.1	294	https://www.orthodb.org/v10?query=225535at4751	Transcriptional adapter 2
225712at4751	Complete	ctg3868	5	755	-	104.2	187	https://www.orthodb.org/v10?query=225712at4751	PEBP-like protein
225820at4751	Missing
225918at4751	Complete	ctg6653	50727	52513	-	288.7	311	https://www.orthodb.org/v10?query=225918at4751	Mannosyltransferase
226810at4751	Complete	ctg1507	202296	203353	-	260.2	228	https://www.orthodb.org/v10?query=226810at4751	Bystin
227572at4751	Missing
228465at4751	Complete	ctg15076	24943	26123	+	151.8	185	https://www.orthodb.org/v10?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Complete	ctg947	156152	157617	-	242.0	351	https://www.orthodb.org/v10?query=228752at4751	Cdc37
229510at4751	Complete	ctg2634	3934	5294	+	318.8	251	https://www.orthodb.org/v10?query=229510at4751	tRNA (guanine(37)-N1)-methyltransferase
229997at4751	Complete	ctg7879	39012	40122	-	66.3	113	https://www.orthodb.org/v10?query=229997at4751	actin-like ATPase domain-containing protein
230605at4751	Missing
231468at4751	Complete	ctg5431	107509	108735	+	252.3	244	https://www.orthodb.org/v10?query=231468at4751	Translation initiation factor eIF-2B subunit delta
231582at4751	Complete	ctg3112	3775	5686	+	239.5	243	https://www.orthodb.org/v10?query=231582at4751	NADPH
232698at4751	Complete	ctg8212	23473	25703	+	501.5	490	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
233287at4751	Complete	ctg10526	27544	29169	+	336.9	263	https://www.orthodb.org/v10?query=233287at4751	ATP-dependent RNA helicase DBP5
233706at4751	Complete	ctg3822	53238	54399	-	233.6	239	https://www.orthodb.org/v10?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Complete	ctg2167	86333	90724	+	339.6	638	https://www.orthodb.org/v10?query=234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
234698at4751	Missing
235105at4751	Complete	ctg4299	11471	12399	+	371.6	284	https://www.orthodb.org/v10?query=235105at4751	UAA transporter
235463at4751	Complete	ctg3607	129922	131147	+	284.8	225	https://www.orthodb.org/v10?query=235463at4751	Eukaryotic translation initiation factor 3 subunit I
235640at4751	Complete	ctg708	3556	5010	+	249.3	294	https://www.orthodb.org/v10?query=235640at4751	26S proteasome non-ATPase regulatory subunit 12
236504at4751	Complete	ctg6118	32784	34323	+	637.3	379	https://www.orthodb.org/v10?query=236504at4751	Protein phosphatase PP2A regulatory subunit B
237276at4751	Complete	ctg8572	103867	105388	+	383.1	341	https://www.orthodb.org/v10?query=237276at4751	Glucose-6-phosphate 1-dehydrogenase
237281at4751	Duplicated	ctg11032	21059	22324	+	190.6	219	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	ctg11	75224	76645	-	183.7	250	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	ctg12025	106353	107771	-	204.4	297	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237281at4751	Duplicated	ctg2142	80958	82376	-	205.9	282	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237393at4751	Complete	ctg6694	12968	15300	+	175.7	334	https://www.orthodb.org/v10?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Missing
238922at4751	Missing
240036at4751	Complete	ctg1201	231446	233336	-	558.4	505	https://www.orthodb.org/v10?query=240036at4751	Pescadillo homolog
240246at4751	Complete	ctg1040	176498	178489	+	111.4	282	https://www.orthodb.org/v10?query=240246at4751	Nitrogen permease regulator 3
241079at4751	Missing
241483at4751	Missing
241586at4751	Complete	ctg4952	105442	107076	+	380.7	350	https://www.orthodb.org/v10?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	ctg4375	67095	68661	-	386.0	271	https://www.orthodb.org/v10?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Missing
244066at4751	Duplicated	ctg10880	40384	41583	-	234.2	297	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	ctg12775	17336	18556	-	239.9	294	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	ctg2	712825	714039	+	237.9	293	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
244066at4751	Duplicated	ctg9	1484470	1485693	+	246.4	291	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Fragmented	ctg7500	43899	45151	-	274.2	269	https://www.orthodb.org/v10?query=245480at4751	Replication protein A subunit
245900at4751	Complete	ctg6671	73934	75652	-	334.7	307	https://www.orthodb.org/v10?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	ctg4508	29865	30913	+	207.1	200	https://www.orthodb.org/v10?query=246207at4751	WD40-repeat-containing domain
246951at4751	Missing
247065at4751	Complete	ctg4130	122294	123691	+	88.1	291	https://www.orthodb.org/v10?query=247065at4751	SNU66/SART1 family
247129at4751	Complete	ctg8633	98434	99842	+	346.7	278	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247383at4751	Fragmented	ctg3169	81641	82935	+	59.6	135	https://www.orthodb.org/v10?query=247383at4751	Elongator complex protein 4
248360at4751	Complete	ctg12828	13100	14820	+	351.2	349	https://www.orthodb.org/v10?query=248360at4751	3'-5' exonuclease activity
251158at4751	Complete	ctg6888	9075	10225	+	444.3	266	https://www.orthodb.org/v10?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Missing
252314at4751	Missing
252469at4751	Complete	ctg11992	6574	7793	+	269.4	233	https://www.orthodb.org/v10?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Complete	ctg1124	149805	151332	+	214.5	254	https://www.orthodb.org/v10?query=254717at4751	ATPase GET3
255378at4751	Complete	ctg7226	12268	13656	+	275.7	279	https://www.orthodb.org/v10?query=255378at4751	WD40-repeat-containing domain
255412at4751	Missing
256318at4751	Missing
256914at4751	Complete	ctg8446	60634	61905	+	173.6	323	https://www.orthodb.org/v10?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Missing
258245at4751	Complete	ctg13940	12085	13639	-	420.3	340	https://www.orthodb.org/v10?query=258245at4751	tryptophanyl-tRNA synthetase
258762at4751	Complete	ctg1146	331001	331930	+	130.6	178	https://www.orthodb.org/v10?query=258762at4751	Ribonuclease III
259060at4751	Complete	ctg626	72208	73608	-	324.0	309	https://www.orthodb.org/v10?query=259060at4751	Phospholipid
259444at4751	Fragmented	ctg6268	36918	38101	+	123.1	199	https://www.orthodb.org/v10?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	ctg6318	141195	143065	-	215.4	208	https://www.orthodb.org/v10?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Complete	ctg8282	4351	4771	-	58.9	85	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Complete	ctg3658	71093	71989	-	270.4	227	https://www.orthodb.org/v10?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	ctg12292	19002	20569	+	336.6	209	https://www.orthodb.org/v10?query=260722at4751	Deoxyhypusine synthase
260896at4751	Missing
261237at4751	Missing
262317at4751	Duplicated	ctg632	23126	24013	-	295.6	254	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
262317at4751	Duplicated	ctg7347	19347	20244	-	283.6	260	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
263390at4751	Complete	ctg19944	1497	3459	-	290.9	318	https://www.orthodb.org/v10?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	ctg1792	120485	122923	-	316.6	310	https://www.orthodb.org/v10?query=264038at4751	KEN domain
264164at4751	Fragmented	ctg2403	35598	36632	+	186.0	229	https://www.orthodb.org/v10?query=264164at4751	Ankyrin repeat-containing domain
265302at4751	Missing
265325at4751	Missing
266634at4751	Fragmented	ctg9996	3969	4850	+	187.1	236	https://www.orthodb.org/v10?query=266634at4751	SH3 domain
267556at4751	Complete	ctg1876	405482	406293	-	113.9	119	https://www.orthodb.org/v10?query=267556at4751	Mitochondrial matrix Mmp37
269389at4751	Complete	ctg9125	119873	121122	-	432.6	306	https://www.orthodb.org/v10?query=269389at4751	V-type proton ATPase subunit
269580at4751	Missing
269939at4751	Complete	ctg8447	6361	7563	-	175.1	282	https://www.orthodb.org/v10?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Complete	ctg5563	52192	54471	+	135.6	217	https://www.orthodb.org/v10?query=271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1
271781at4751	Fragmented	ctg7461	66324	67206	+	96.2	173	https://www.orthodb.org/v10?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	ctg11182	5105	5719	+	135.1	147	https://www.orthodb.org/v10?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	ctg9529	43440	44313	-	68.0	85	https://www.orthodb.org/v10?query=272081at4751	ribosomal protein S5 domain 2-like protein
272711at4751	Complete	ctg20145	831	1967	+	201.7	222	https://www.orthodb.org/v10?query=272711at4751	Putative 26S proteasome regulatory subunit rpn9
273469at4751	Complete	ctg1772	14036	15096	-	171.1	206	https://www.orthodb.org/v10?query=273469at4751	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6
274828at4751	Missing
276205at4751	Complete	ctg2264	137009	138519	-	342.9	212	https://www.orthodb.org/v10?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Fragmented	ctg8001	71168	72125	-	127.0	240	https://www.orthodb.org/v10?query=278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein
279020at4751	Complete	ctg20425	2698	3437	-	193.3	208	https://www.orthodb.org/v10?query=279020at4751	alpha-L RNA-binding motif-containing protein
280937at4751	Missing
281299at4751	Missing
281726at4751	Complete	ctg3833	50564	51351	-	253.6	164	https://www.orthodb.org/v10?query=281726at4751	Proteasome subunit beta type
281920at4751	Complete	ctg2044	54469	55684	+	329.1	293	https://www.orthodb.org/v10?query=281920at4751	tRNA pseudouridine synthase
282059at4751	Complete	ctg1984	122596	123840	+	430.0	283	https://www.orthodb.org/v10?query=282059at4751	Pyruvate dehydrogenase E1 component subunit beta
282964at4751	Complete	ctg15212	7913	8884	+	212.1	188	https://www.orthodb.org/v10?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	ctg3339	160324	161426	-	209.3	221	https://www.orthodb.org/v10?query=283177at4751	adenosylmethionine decarboxylase
284127at4751	Complete	ctg4848	152220	153430	+	466.0	298	https://www.orthodb.org/v10?query=284127at4751	S-adenosylmethionine synthase
284176at4751	Missing
284287at4751	Missing
284377at4751	Missing
285254at4751	Complete	ctg155	336582	338265	-	288.5	238	https://www.orthodb.org/v10?query=285254at4751	Glutamyl-tRNA synthetase
285477at4751	Complete	ctg7647	17200	18317	-	153.3	130	https://www.orthodb.org/v10?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	ctg1343	122100	122938	+	77.5	169	https://www.orthodb.org/v10?query=285977at4751	Mitochondrial import inner membrane translocase subunit tim54
289666at4751	Complete	ctg1180	340501	341551	-	226.8	180	https://www.orthodb.org/v10?query=289666at4751	Diphthine synthase
289686at4751	Missing
290314at4751	Missing
290471at4751	Complete	ctg4604	11559	13080	+	120.3	158	https://www.orthodb.org/v10?query=290471at4751	Rmd5
291828at4751	Complete	ctg585	123545	124427	-	121.0	168	https://www.orthodb.org/v10?query=291828at4751	Protein phosphatase methylesterase 1
292336at4751	Complete	ctg7344	70242	72198	-	329.9	322	https://www.orthodb.org/v10?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	ctg1915	110977	112450	+	579.9	428	https://www.orthodb.org/v10?query=292418at4751	Pyruvate kinase
293405at4751	Complete	ctg17779	7060	8119	-	379.7	241	https://www.orthodb.org/v10?query=293405at4751	Lipoyl synthase, mitochondrial
295692at4751	Missing
295937at4751	Complete	ctg1901	79718	80768	+	269.1	208	https://www.orthodb.org/v10?query=295937at4751	KRR1 small subunit processome component
296024at4751	Complete	ctg3843	123304	124924	+	338.0	310	https://www.orthodb.org/v10?query=296024at4751	Translation initiation factor eIF-2B subunit beta
296643at4751	Complete	ctg9021	5810	6492	+	150.3	181	https://www.orthodb.org/v10?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Fragmented	ctg13607	8520	8871	-	81.4	64	https://www.orthodb.org/v10?query=297145at4751	TRAUB-domain-containing protein
297671at4751	Duplicated	ctg11893	18378	19744	+	234.1	237	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	ctg1	715511	716782	+	211.9	251	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
297671at4751	Duplicated	ctg2	1698160	1699419	+	233.4	221	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Missing
298379at4751	Duplicated	ctg10489	16388	17092	+	67.5	100	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	ctg2	2698097	2698768	+	63.7	100	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	ctg6344	13853	15541	-	67.6	113	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	ctg9432	53344	54018	-	64.1	132	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
298379at4751	Duplicated	ctg9856	382	1143	+	62.8	106	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
299054at4751	Missing
299330at4751	Missing
299509at4751	Complete	ctg10096	3225	4410	+	339.0	294	https://www.orthodb.org/v10?query=299509at4751	Uroporphyrinogen decarboxylase
299559at4751	Missing
299583at4751	Complete	ctg11086	19088	20066	-	101.8	120	https://www.orthodb.org/v10?query=299583at4751	Gtr1/RagA G protein
299611at4751	Missing
300016at4751	Complete	ctg7110	60648	61556	-	352.3	211	https://www.orthodb.org/v10?query=300016at4751	26S proteasome non-ATPase regulatory subunit 14
300216at4751	Complete	ctg13387	51474	52750	+	407.1	339	https://www.orthodb.org/v10?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Complete	ctg4779	71593	72825	+	262.6	268	https://www.orthodb.org/v10?query=302127at4751	Integral membrane protein
304341at4751	Complete	ctg2364	99159	100426	-	273.4	209	https://www.orthodb.org/v10?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
304453at4751	Complete	ctg3412	11797	12842	-	120.4	183	https://www.orthodb.org/v10?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Missing
304733at4751	Complete	ctg617	190896	191971	-	184.5	231	https://www.orthodb.org/v10?query=304733at4751	Vesicular-fusion protein sec17
305061at4751	Missing
306594at4751	Complete	ctg3414	80614	81974	-	229.3	306	https://www.orthodb.org/v10?query=306594at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1
307144at4751	Fragmented	ctg2964	38658	40057	-	159.1	194	https://www.orthodb.org/v10?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Fragmented	ctg5007	33874	35727	+	307.6	357	https://www.orthodb.org/v10?query=308236at4751	Sda1
308816at4751	Complete	ctg10343	11168	12684	+	443.7	404	https://www.orthodb.org/v10?query=308816at4751	Splicing factor 3a subunit 3
310718at4751	Complete	ctg5229	26682	28758	-	191.2	459	https://www.orthodb.org/v10?query=310718at4751	Exocyst complex component Sec6
310891at4751	Missing
311048at4751	Complete	ctg7692	14402	15617	+	188.9	185	https://www.orthodb.org/v10?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Fragmented	ctg5546	59711	60667	+	153.4	274	https://www.orthodb.org/v10?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	ctg8698	38316	39453	+	274.0	231	https://www.orthodb.org/v10?query=312080at4751	Autophagy-related protein 3
